instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,event,temp_cat,atemp_cat,hum_cat,wind_cat
12509,2012-06-10,Spring,2012,June,9,Non-Holiday,Sunday,Non-Work,Clear,24.9,27.0,58.0,0.0,266,No,Warm,Warm,Optimum,Slow Wind
12510,2012-06-10,Spring,2012,June,10,Non-Holiday,Sunday,Non-Work,Clear,27.72,29.0,40.0,7.0,413,No,Warm,Warm,Optimum,Slow Wind
12511,2012-06-10,Spring,2012,June,11,Non-Holiday,Sunday,Non-Work,Clear,27.72,29.0,45.0,6.0,499,No,Warm,Warm,Optimum,Slow Wind
12512,2012-06-10,Spring,2012,June,12,Non-Holiday,Sunday,Non-Work,Clear,30.54,31.0,30.0,0.0,502,No,Hot,Hot,Too Dry,Slow Wind
12513,2012-06-10,Spring,2012,June,13,Non-Holiday,Sunday,Non-Work,Clear,31.48,32.0,28.0,9.0,492,No,Hot,Hot,Too Dry,Slow Wind
12514,2012-06-10,Spring,2012,June,14,Non-Holiday,Sunday,Non-Work,Clear,31.48,32.0,30.0,9.0,500,No,Hot,Hot,Too Dry,Slow Wind
12515,2012-06-10,Spring,2012,June,15,Non-Holiday,Sunday,Non-Work,Clear,31.48,32.0,30.0,15.0,475,No,Hot,Hot,Too Dry,Slow Wind
12516,2012-06-10,Spring,2012,June,16,Non-Holiday,Sunday,Non-Work,Clear,31.48,33.0,36.0,19.0,508,No,Hot,Hot,Optimum,Slow Wind
12517,2012-06-10,Spring,2012,June,17,Non-Holiday,Sunday,Non-Work,Clear,30.54,33.0,41.0,19.0,521,No,Hot,Hot,Optimum,Slow Wind
12518,2012-06-10,Spring,2012,June,18,Non-Holiday,Sunday,Non-Work,Clear,30.54,32.0,38.0,15.0,490,No,Hot,Hot,Optimum,Slow Wind
12519,2012-06-10,Spring,2012,June,19,Non-Holiday,Sunday,Non-Work,Clear,30.54,31.0,28.0,19.0,375,No,Hot,Hot,Too Dry,Slow Wind
12520,2012-06-10,Spring,2012,June,20,Non-Holiday,Sunday,Non-Work,Clear,27.72,29.0,48.0,11.0,363,No,Warm,Warm,Optimum,Slow Wind
12521,2012-06-10,Spring,2012,June,21,Non-Holiday,Sunday,Non-Work,Clear,25.84,29.0,62.0,11.0,253,No,Warm,Warm,Too Moist,Slow Wind
12522,2012-06-10,Spring,2012,June,22,Non-Holiday,Sunday,Non-Work,Clear,24.9,27.0,65.0,11.0,159,No,Warm,Warm,Too Moist,Slow Wind
12523,2012-06-10,Spring,2012,June,23,Non-Holiday,Sunday,Non-Work,Clear,25.84,28.0,58.0,7.0,110,No,Warm,Warm,Optimum,Slow Wind
12524,2012-06-11,Spring,2012,June,0,Non-Holiday,Monday,Work,Clear,24.9,27.0,65.0,7.0,41,No,Warm,Warm,Too Moist,Slow Wind
12525,2012-06-11,Spring,2012,June,1,Non-Holiday,Monday,Work,Clear,23.02,25.0,74.0,11.0,24,No,Warm,Warm,Too Moist,Slow Wind
12526,2012-06-11,Spring,2012,June,2,Non-Holiday,Monday,Work,Clear,23.02,25.0,74.0,7.0,17,No,Warm,Warm,Too Moist,Slow Wind
12527,2012-06-11,Spring,2012,June,3,Non-Holiday,Monday,Work,Clear,22.08,23.0,78.0,7.0,6,No,Warm,Warm,Too Moist,Slow Wind
12528,2012-06-11,Spring,2012,June,4,Non-Holiday,Monday,Work,Clear,22.08,23.0,78.0,9.0,7,No,Warm,Warm,Too Moist,Slow Wind
12529,2012-06-11,Spring,2012,June,5,Non-Holiday,Monday,Work,Clear,22.08,23.0,78.0,9.0,37,No,Warm,Warm,Too Moist,Slow Wind
12530,2012-06-11,Spring,2012,June,6,Non-Holiday,Monday,Work,Clear,21.14,22.0,83.0,7.0,144,No,Warm,Warm,Too Moist,Slow Wind
12531,2012-06-11,Spring,2012,June,7,Non-Holiday,Monday,Work,Clear,22.08,23.0,78.0,7.0,503,No,Warm,Warm,Too Moist,Slow Wind
12532,2012-06-11,Spring,2012,June,8,Non-Holiday,Monday,Work,Clear,23.02,25.0,74.0,9.0,651,Yes,Warm,Warm,Too Moist,Slow Wind
12533,2012-06-11,Spring,2012,June,9,Non-Holiday,Monday,Work,Clear,24.9,27.0,65.0,9.0,316,No,Warm,Warm,Too Moist,Slow Wind
12534,2012-06-11,Spring,2012,June,10,Non-Holiday,Monday,Work,Clear,25.84,29.0,62.0,11.0,147,No,Warm,Warm,Too Moist,Slow Wind
12535,2012-06-11,Spring,2012,June,11,Non-Holiday,Monday,Work,Cloudy,27.72,29.0,48.0,15.0,202,No,Warm,Warm,Optimum,Slow Wind
12536,2012-06-11,Spring,2012,June,12,Non-Holiday,Monday,Work,Cloudy,29.6,32.0,43.0,13.0,261,No,Warm,Hot,Optimum,Slow Wind
12537,2012-06-11,Spring,2012,June,13,Non-Holiday,Monday,Work,Cloudy,29.6,31.0,41.0,20.0,248,No,Warm,Hot,Optimum,Slow Wind
12538,2012-06-11,Spring,2012,June,14,Non-Holiday,Monday,Work,Cloudy,30.54,32.0,34.0,19.0,259,No,Hot,Hot,Optimum,Slow Wind
12539,2012-06-11,Spring,2012,June,15,Non-Holiday,Monday,Work,Clear,29.6,31.0,41.0,24.0,259,No,Warm,Hot,Optimum,Normal
12540,2012-06-11,Spring,2012,June,16,Non-Holiday,Monday,Work,Cloudy,29.6,31.0,41.0,28.0,427,No,Warm,Hot,Optimum,Normal
12541,2012-06-11,Spring,2012,June,17,Non-Holiday,Monday,Work,Cloudy,29.6,31.0,41.0,24.0,800,Yes,Warm,Hot,Optimum,Normal
12542,2012-06-11,Spring,2012,June,18,Non-Holiday,Monday,Work,Cloudy,29.6,32.0,43.0,20.0,831,Yes,Warm,Hot,Optimum,Slow Wind
12543,2012-06-11,Spring,2012,June,19,Non-Holiday,Monday,Work,Cloudy,27.72,29.0,48.0,22.0,596,No,Warm,Warm,Optimum,Normal
12544,2012-06-11,Spring,2012,June,20,Non-Holiday,Monday,Work,Cloudy,26.78,28.0,48.0,15.0,394,No,Warm,Warm,Optimum,Slow Wind
12545,2012-06-11,Spring,2012,June,21,Non-Holiday,Monday,Work,Cloudy,25.84,28.0,58.0,13.0,250,No,Warm,Warm,Optimum,Slow Wind
12546,2012-06-11,Spring,2012,June,22,Non-Holiday,Monday,Work,Cloudy,25.84,28.0,58.0,13.0,164,No,Warm,Warm,Optimum,Slow Wind
12547,2012-06-11,Spring,2012,June,23,Non-Holiday,Monday,Work,Cloudy,24.9,27.0,58.0,15.0,80,No,Warm,Warm,Optimum,Slow Wind
12548,2012-06-12,Spring,2012,June,0,Non-Holiday,Tuesday,Work,Cloudy,24.9,27.0,58.0,15.0,28,No,Warm,Warm,Optimum,Slow Wind
12549,2012-06-12,Spring,2012,June,1,Non-Holiday,Tuesday,Work,Cloudy,23.96,26.0,65.0,11.0,16,No,Warm,Warm,Too Moist,Slow Wind
12550,2012-06-12,Spring,2012,June,2,Non-Holiday,Tuesday,Work,Cloudy,23.96,26.0,65.0,13.0,6,No,Warm,Warm,Too Moist,Slow Wind
12551,2012-06-12,Spring,2012,June,3,Non-Holiday,Tuesday,Work,Cloudy,23.02,25.0,69.0,17.0,12,No,Warm,Warm,Too Moist,Slow Wind
12552,2012-06-12,Spring,2012,June,4,Non-Holiday,Tuesday,Work,Light Rain/Snow,20.2,20.0,88.0,11.0,4,No,Warm,Cool,Too Moist,Slow Wind
12553,2012-06-12,Spring,2012,June,5,Non-Holiday,Tuesday,Work,Light Rain/Snow,20.2,20.0,88.0,9.0,29,No,Warm,Cool,Too Moist,Slow Wind
12554,2012-06-12,Spring,2012,June,6,Non-Holiday,Tuesday,Work,Cloudy,20.2,20.0,88.0,9.0,136,No,Warm,Cool,Too Moist,Slow Wind
12555,2012-06-12,Spring,2012,June,7,Non-Holiday,Tuesday,Work,Light Rain/Snow,21.14,21.0,88.0,17.0,303,No,Warm,Warm,Too Moist,Slow Wind
12556,2012-06-12,Spring,2012,June,8,Non-Holiday,Tuesday,Work,Cloudy,21.14,21.0,88.0,15.0,613,No,Warm,Warm,Too Moist,Slow Wind
12557,2012-06-12,Spring,2012,June,9,Non-Holiday,Tuesday,Work,Cloudy,22.08,22.0,89.0,19.0,285,No,Warm,Warm,Too Moist,Slow Wind
12558,2012-06-12,Spring,2012,June,10,Non-Holiday,Tuesday,Work,Light Rain/Snow,22.08,22.0,89.0,19.0,125,No,Warm,Warm,Too Moist,Slow Wind
12559,2012-06-12,Spring,2012,June,11,Non-Holiday,Tuesday,Work,Light Rain/Snow,23.02,24.0,83.0,24.0,65,No,Warm,Warm,Too Moist,Normal
12560,2012-06-12,Spring,2012,June,12,Non-Holiday,Tuesday,Work,Light Rain/Snow,23.02,24.0,83.0,17.0,95,No,Warm,Warm,Too Moist,Slow Wind
12561,2012-06-12,Spring,2012,June,13,Non-Holiday,Tuesday,Work,Light Rain/Snow,23.02,24.0,83.0,13.0,59,No,Warm,Warm,Too Moist,Slow Wind
12562,2012-06-12,Spring,2012,June,14,Non-Holiday,Tuesday,Work,Light Rain/Snow,22.08,22.0,89.0,17.0,60,No,Warm,Warm,Too Moist,Slow Wind
12563,2012-06-12,Spring,2012,June,15,Non-Holiday,Tuesday,Work,Light Rain/Snow,23.02,23.0,89.0,13.0,116,No,Warm,Warm,Too Moist,Slow Wind
12564,2012-06-12,Spring,2012,June,16,Non-Holiday,Tuesday,Work,Cloudy,23.02,23.0,89.0,19.0,239,No,Warm,Warm,Too Moist,Slow Wind
12565,2012-06-12,Spring,2012,June,17,Non-Holiday,Tuesday,Work,Cloudy,23.02,23.0,89.0,19.0,681,Yes,Warm,Warm,Too Moist,Slow Wind
12566,2012-06-12,Spring,2012,June,18,Non-Holiday,Tuesday,Work,Clear,23.96,26.0,83.0,13.0,653,Yes,Warm,Warm,Too Moist,Slow Wind
12567,2012-06-12,Spring,2012,June,19,Non-Holiday,Tuesday,Work,Clear,23.96,26.0,83.0,13.0,491,No,Warm,Warm,Too Moist,Slow Wind
12568,2012-06-12,Spring,2012,June,20,Non-Holiday,Tuesday,Work,Clear,23.96,26.0,83.0,13.0,386,No,Warm,Warm,Too Moist,Slow Wind
12569,2012-06-12,Spring,2012,June,21,Non-Holiday,Tuesday,Work,Clear,23.96,26.0,83.0,7.0,274,No,Warm,Warm,Too Moist,Slow Wind
12570,2012-06-12,Spring,2012,June,22,Non-Holiday,Tuesday,Work,Clear,23.02,23.0,94.0,7.0,207,No,Warm,Warm,Too Moist,Slow Wind
12571,2012-06-12,Spring,2012,June,23,Non-Holiday,Tuesday,Work,Light Rain/Snow,23.02,23.0,94.0,15.0,89,No,Warm,Warm,Too Moist,Slow Wind
12572,2012-06-13,Spring,2012,June,0,Non-Holiday,Wednesday,Work,Cloudy,23.02,23.0,94.0,13.0,34,No,Warm,Warm,Too Moist,Slow Wind
12573,2012-06-13,Spring,2012,June,1,Non-Holiday,Wednesday,Work,Clear,22.08,23.0,78.0,0.0,28,No,Warm,Warm,Too Moist,Slow Wind
12574,2012-06-13,Spring,2012,June,2,Non-Holiday,Wednesday,Work,Clear,21.14,22.0,83.0,9.0,4,No,Warm,Warm,Too Moist,Slow Wind
12575,2012-06-13,Spring,2012,June,3,Non-Holiday,Wednesday,Work,Clear,21.14,22.0,83.0,13.0,8,No,Warm,Warm,Too Moist,Slow Wind
12576,2012-06-13,Spring,2012,June,4,Non-Holiday,Wednesday,Work,Clear,20.2,21.0,83.0,9.0,10,No,Warm,Warm,Too Moist,Slow Wind
12577,2012-06-13,Spring,2012,June,5,Non-Holiday,Wednesday,Work,Clear,20.2,21.0,83.0,13.0,40,No,Warm,Warm,Too Moist,Slow Wind
12578,2012-06-13,Spring,2012,June,6,Non-Holiday,Wednesday,Work,Clear,20.2,21.0,83.0,15.0,194,No,Warm,Warm,Too Moist,Slow Wind
12579,2012-06-13,Spring,2012,June,7,Non-Holiday,Wednesday,Work,Clear,20.2,21.0,83.0,20.0,505,No,Warm,Warm,Too Moist,Slow Wind
12580,2012-06-13,Spring,2012,June,8,Non-Holiday,Wednesday,Work,Cloudy,21.14,23.0,73.0,35.0,713,Yes,Warm,Warm,Too Moist,Normal
12581,2012-06-13,Spring,2012,June,9,Non-Holiday,Wednesday,Work,Cloudy,22.08,24.0,69.0,39.0,352,No,Warm,Warm,Too Moist,Normal
12582,2012-06-13,Spring,2012,June,10,Non-Holiday,Wednesday,Work,Cloudy,22.08,24.0,65.0,28.0,198,No,Warm,Warm,Too Moist,Normal
12583,2012-06-13,Spring,2012,June,11,Non-Holiday,Wednesday,Work,Cloudy,23.02,25.0,54.0,30.0,246,No,Warm,Warm,Optimum,Normal
12584,2012-06-13,Spring,2012,June,12,Non-Holiday,Wednesday,Work,Cloudy,23.96,26.0,44.0,28.0,334,No,Warm,Warm,Optimum,Normal
12585,2012-06-13,Spring,2012,June,13,Non-Holiday,Wednesday,Work,Cloudy,24.9,26.0,45.0,26.0,255,No,Warm,Warm,Optimum,Normal
12586,2012-06-13,Spring,2012,June,14,Non-Holiday,Wednesday,Work,Cloudy,25.84,27.0,37.0,28.0,320,No,Warm,Warm,Optimum,Normal
12587,2012-06-13,Spring,2012,June,15,Non-Holiday,Wednesday,Work,Clear,25.84,27.0,32.0,33.0,281,No,Warm,Warm,Optimum,Normal
12588,2012-06-13,Spring,2012,June,16,Non-Holiday,Wednesday,Work,Clear,25.84,27.0,30.0,33.0,392,No,Warm,Warm,Too Dry,Normal
12589,2012-06-13,Spring,2012,June,17,Non-Holiday,Wednesday,Work,Clear,25.84,27.0,32.0,33.0,857,Yes,Warm,Warm,Optimum,Normal
12590,2012-06-13,Spring,2012,June,18,Non-Holiday,Wednesday,Work,Clear,25.84,27.0,32.0,30.0,744,Yes,Warm,Warm,Optimum,Normal
12591,2012-06-13,Spring,2012,June,19,Non-Holiday,Wednesday,Work,Clear,24.9,26.0,34.0,26.0,671,Yes,Warm,Warm,Optimum,Normal
12592,2012-06-13,Spring,2012,June,20,Non-Holiday,Wednesday,Work,Clear,23.96,26.0,36.0,28.0,448,No,Warm,Warm,Optimum,Normal
12593,2012-06-13,Spring,2012,June,21,Non-Holiday,Wednesday,Work,Clear,22.08,25.0,44.0,24.0,396,No,Warm,Warm,Optimum,Normal
12594,2012-06-13,Spring,2012,June,22,Non-Holiday,Wednesday,Work,Clear,21.14,25.0,50.0,20.0,238,No,Warm,Warm,Optimum,Slow Wind
12595,2012-06-13,Spring,2012,June,23,Non-Holiday,Wednesday,Work,Clear,21.14,25.0,50.0,19.0,153,No,Warm,Warm,Optimum,Slow Wind
12596,2012-06-14,Spring,2012,June,0,Non-Holiday,Thursday,Work,Clear,20.2,25.0,53.0,20.0,48,No,Warm,Warm,Optimum,Slow Wind
12597,2012-06-14,Spring,2012,June,1,Non-Holiday,Thursday,Work,Clear,20.2,25.0,56.0,15.0,21,No,Warm,Warm,Optimum,Slow Wind
12598,2012-06-14,Spring,2012,June,2,Non-Holiday,Thursday,Work,Cloudy,21.14,25.0,53.0,17.0,9,No,Warm,Warm,Optimum,Slow Wind
12599,2012-06-14,Spring,2012,June,3,Non-Holiday,Thursday,Work,Cloudy,21.14,25.0,53.0,19.0,5,No,Warm,Warm,Optimum,Slow Wind
12600,2012-06-14,Spring,2012,June,4,Non-Holiday,Thursday,Work,Cloudy,20.2,25.0,56.0,17.0,6,No,Warm,Warm,Optimum,Slow Wind
12601,2012-06-14,Spring,2012,June,5,Non-Holiday,Thursday,Work,Cloudy,20.2,25.0,56.0,17.0,40,No,Warm,Warm,Optimum,Slow Wind
12602,2012-06-14,Spring,2012,June,6,Non-Holiday,Thursday,Work,Clear,19.26,20.0,60.0,19.0,181,No,Cool,Cool,Optimum,Slow Wind
12603,2012-06-14,Spring,2012,June,7,Non-Holiday,Thursday,Work,Clear,20.2,24.0,60.0,19.0,506,No,Warm,Warm,Optimum,Slow Wind
12604,2012-06-14,Spring,2012,June,8,Non-Holiday,Thursday,Work,Clear,20.2,24.0,64.0,22.0,719,Yes,Warm,Warm,Too Moist,Normal
12605,2012-06-14,Spring,2012,June,9,Non-Holiday,Thursday,Work,Clear,21.14,24.0,61.0,15.0,357,No,Warm,Warm,Too Moist,Slow Wind
12606,2012-06-14,Spring,2012,June,10,Non-Holiday,Thursday,Work,Clear,22.08,24.0,65.0,28.0,179,No,Warm,Warm,Too Moist,Normal
12607,2012-06-14,Spring,2012,June,11,Non-Holiday,Thursday,Work,Clear,23.02,25.0,57.0,17.0,228,No,Warm,Warm,Optimum,Slow Wind
12608,2012-06-14,Spring,2012,June,12,Non-Holiday,Thursday,Work,Cloudy,23.02,25.0,61.0,15.0,265,No,Warm,Warm,Too Moist,Slow Wind
12609,2012-06-14,Spring,2012,June,13,Non-Holiday,Thursday,Work,Clear,23.96,26.0,57.0,11.0,284,No,Warm,Warm,Optimum,Slow Wind
12610,2012-06-14,Spring,2012,June,14,Non-Holiday,Thursday,Work,Clear,24.9,27.0,54.0,19.0,298,No,Warm,Warm,Optimum,Slow Wind
12611,2012-06-14,Spring,2012,June,15,Non-Holiday,Thursday,Work,Clear,26.78,28.0,48.0,20.0,324,No,Warm,Warm,Optimum,Slow Wind
12612,2012-06-14,Spring,2012,June,16,Non-Holiday,Thursday,Work,Clear,25.84,28.0,51.0,19.0,438,No,Warm,Warm,Optimum,Slow Wind
12613,2012-06-14,Spring,2012,June,17,Non-Holiday,Thursday,Work,Clear,25.84,28.0,48.0,15.0,867,Yes,Warm,Warm,Optimum,Slow Wind
12614,2012-06-14,Spring,2012,June,18,Non-Holiday,Thursday,Work,Clear,26.78,28.0,42.0,13.0,823,Yes,Warm,Warm,Optimum,Slow Wind
12615,2012-06-14,Spring,2012,June,19,Non-Holiday,Thursday,Work,Clear,24.9,27.0,48.0,17.0,579,No,Warm,Warm,Optimum,Slow Wind
12616,2012-06-14,Spring,2012,June,20,Non-Holiday,Thursday,Work,Clear,23.02,25.0,65.0,17.0,435,No,Warm,Warm,Too Moist,Slow Wind
12617,2012-06-14,Spring,2012,June,21,Non-Holiday,Thursday,Work,Clear,22.08,24.0,65.0,11.0,337,No,Warm,Warm,Too Moist,Slow Wind
12618,2012-06-14,Spring,2012,June,22,Non-Holiday,Thursday,Work,Cloudy,22.08,24.0,65.0,15.0,242,No,Warm,Warm,Too Moist,Slow Wind
12619,2012-06-14,Spring,2012,June,23,Non-Holiday,Thursday,Work,Cloudy,21.14,24.0,69.0,11.0,172,No,Warm,Warm,Too Moist,Slow Wind
12620,2012-06-15,Spring,2012,June,0,Non-Holiday,Friday,Work,Clear,20.2,23.0,73.0,11.0,94,No,Warm,Warm,Too Moist,Slow Wind
12621,2012-06-15,Spring,2012,June,1,Non-Holiday,Friday,Work,Clear,19.26,20.0,78.0,13.0,51,No,Cool,Cool,Too Moist,Slow Wind
12622,2012-06-15,Spring,2012,June,2,Non-Holiday,Friday,Work,Clear,18.32,19.0,83.0,7.0,15,No,Cool,Cool,Too Moist,Slow Wind
12623,2012-06-15,Spring,2012,June,3,Non-Holiday,Friday,Work,Clear,18.32,19.0,83.0,11.0,5,No,Cool,Cool,Too Moist,Slow Wind
12624,2012-06-15,Spring,2012,June,4,Non-Holiday,Friday,Work,Clear,18.32,19.0,83.0,11.0,14,No,Cool,Cool,Too Moist,Slow Wind
12625,2012-06-15,Spring,2012,June,5,Non-Holiday,Friday,Work,Clear,17.38,18.0,88.0,7.0,33,No,Cool,Cool,Too Moist,Slow Wind
12626,2012-06-15,Spring,2012,June,6,Non-Holiday,Friday,Work,Clear,17.38,18.0,83.0,9.0,151,No,Cool,Cool,Too Moist,Slow Wind
12627,2012-06-15,Spring,2012,June,7,Non-Holiday,Friday,Work,Clear,18.32,19.0,83.0,11.0,430,No,Cool,Cool,Too Moist,Slow Wind
12628,2012-06-15,Spring,2012,June,8,Non-Holiday,Friday,Work,Clear,20.2,23.0,69.0,11.0,653,Yes,Warm,Warm,Too Moist,Slow Wind
12629,2012-06-15,Spring,2012,June,9,Non-Holiday,Friday,Work,Clear,21.14,24.0,65.0,11.0,366,No,Warm,Warm,Too Moist,Slow Wind
12630,2012-06-15,Spring,2012,June,10,Non-Holiday,Friday,Work,Clear,22.08,25.0,57.0,11.0,216,No,Warm,Warm,Optimum,Slow Wind
12631,2012-06-15,Spring,2012,June,11,Non-Holiday,Friday,Work,Clear,23.02,25.0,50.0,13.0,286,No,Warm,Warm,Optimum,Slow Wind
12632,2012-06-15,Spring,2012,June,12,Non-Holiday,Friday,Work,Clear,24.9,26.0,45.0,11.0,403,No,Warm,Warm,Optimum,Slow Wind
12633,2012-06-15,Spring,2012,June,13,Non-Holiday,Friday,Work,Clear,24.9,26.0,42.0,17.0,393,No,Warm,Warm,Optimum,Slow Wind
12634,2012-06-15,Spring,2012,June,14,Non-Holiday,Friday,Work,Clear,25.84,27.0,39.0,13.0,376,No,Warm,Warm,Optimum,Slow Wind
12635,2012-06-15,Spring,2012,June,15,Non-Holiday,Friday,Work,Clear,25.84,27.0,39.0,13.0,377,No,Warm,Warm,Optimum,Slow Wind
12636,2012-06-15,Spring,2012,June,16,Non-Holiday,Friday,Work,Clear,25.84,27.0,37.0,13.0,558,No,Warm,Warm,Optimum,Slow Wind
12637,2012-06-15,Spring,2012,June,17,Non-Holiday,Friday,Work,Clear,26.78,27.0,37.0,19.0,823,Yes,Warm,Warm,Optimum,Slow Wind
12638,2012-06-15,Spring,2012,June,18,Non-Holiday,Friday,Work,Clear,25.84,27.0,39.0,15.0,693,Yes,Warm,Warm,Optimum,Slow Wind
12639,2012-06-15,Spring,2012,June,19,Non-Holiday,Friday,Work,Clear,24.9,26.0,42.0,11.0,467,No,Warm,Warm,Optimum,Slow Wind
12640,2012-06-15,Spring,2012,June,20,Non-Holiday,Friday,Work,Clear,23.96,26.0,44.0,13.0,385,No,Warm,Warm,Optimum,Slow Wind
12641,2012-06-15,Spring,2012,June,21,Non-Holiday,Friday,Work,Clear,23.02,25.0,50.0,7.0,333,No,Warm,Warm,Optimum,Slow Wind
12642,2012-06-15,Spring,2012,June,22,Non-Holiday,Friday,Work,Clear,22.08,25.0,53.0,9.0,321,No,Warm,Warm,Optimum,Slow Wind
12643,2012-06-15,Spring,2012,June,23,Non-Holiday,Friday,Work,Clear,21.14,25.0,53.0,17.0,222,No,Warm,Warm,Optimum,Slow Wind
12644,2012-06-16,Spring,2012,June,0,Non-Holiday,Saturday,Non-Work,Clear,19.26,20.0,56.0,9.0,137,No,Cool,Cool,Optimum,Slow Wind
12645,2012-06-16,Spring,2012,June,1,Non-Holiday,Saturday,Non-Work,Clear,18.32,19.0,56.0,0.0,95,No,Cool,Cool,Optimum,Slow Wind
12646,2012-06-16,Spring,2012,June,2,Non-Holiday,Saturday,Non-Work,Clear,19.26,20.0,53.0,0.0,67,No,Cool,Cool,Optimum,Slow Wind
12647,2012-06-16,Spring,2012,June,3,Non-Holiday,Saturday,Non-Work,Clear,18.32,19.0,60.0,6.0,27,No,Cool,Cool,Optimum,Slow Wind
12648,2012-06-16,Spring,2012,June,4,Non-Holiday,Saturday,Non-Work,Clear,17.38,18.0,68.0,9.0,8,No,Cool,Cool,Too Moist,Slow Wind
12649,2012-06-16,Spring,2012,June,5,Non-Holiday,Saturday,Non-Work,Clear,17.38,18.0,68.0,7.0,23,No,Cool,Cool,Too Moist,Slow Wind
12650,2012-06-16,Spring,2012,June,6,Non-Holiday,Saturday,Non-Work,Clear,17.38,18.0,68.0,13.0,47,No,Cool,Cool,Too Moist,Slow Wind
12651,2012-06-16,Spring,2012,June,7,Non-Holiday,Saturday,Non-Work,Clear,17.38,18.0,68.0,13.0,78,No,Cool,Cool,Too Moist,Slow Wind
12652,2012-06-16,Spring,2012,June,8,Non-Holiday,Saturday,Non-Work,Clear,19.26,20.0,64.0,11.0,204,No,Cool,Cool,Too Moist,Slow Wind
12653,2012-06-16,Spring,2012,June,9,Non-Holiday,Saturday,Non-Work,Clear,20.2,24.0,60.0,6.0,367,No,Warm,Warm,Optimum,Slow Wind
12654,2012-06-16,Spring,2012,June,10,Non-Holiday,Saturday,Non-Work,Clear,22.08,25.0,47.0,13.0,435,No,Warm,Warm,Optimum,Slow Wind
12655,2012-06-16,Spring,2012,June,11,Non-Holiday,Saturday,Non-Work,Clear,23.02,25.0,39.0,11.0,566,No,Warm,Warm,Optimum,Slow Wind
12656,2012-06-16,Spring,2012,June,12,Non-Holiday,Saturday,Non-Work,Clear,23.96,26.0,41.0,7.0,603,No,Warm,Warm,Optimum,Slow Wind
12657,2012-06-16,Spring,2012,June,13,Non-Holiday,Saturday,Non-Work,Clear,25.84,27.0,34.0,11.0,617,No,Warm,Warm,Optimum,Slow Wind
12658,2012-06-16,Spring,2012,June,14,Non-Holiday,Saturday,Non-Work,Clear,25.84,27.0,37.0,15.0,573,No,Warm,Warm,Optimum,Slow Wind
12659,2012-06-16,Spring,2012,June,15,Non-Holiday,Saturday,Non-Work,Clear,26.78,27.0,35.0,17.0,583,No,Warm,Warm,Optimum,Slow Wind
12660,2012-06-16,Spring,2012,June,16,Non-Holiday,Saturday,Non-Work,Cloudy,25.84,27.0,37.0,7.0,542,No,Warm,Warm,Optimum,Slow Wind
12661,2012-06-16,Spring,2012,June,17,Non-Holiday,Saturday,Non-Work,Cloudy,25.84,27.0,37.0,17.0,593,No,Warm,Warm,Optimum,Slow Wind
12662,2012-06-16,Spring,2012,June,18,Non-Holiday,Saturday,Non-Work,Cloudy,25.84,27.0,37.0,15.0,571,No,Warm,Warm,Optimum,Slow Wind
12663,2012-06-16,Spring,2012,June,19,Non-Holiday,Saturday,Non-Work,Cloudy,24.9,26.0,42.0,13.0,461,No,Warm,Warm,Optimum,Slow Wind
12664,2012-06-16,Spring,2012,June,20,Non-Holiday,Saturday,Non-Work,Cloudy,23.02,25.0,47.0,13.0,352,No,Warm,Warm,Optimum,Slow Wind
12665,2012-06-16,Spring,2012,June,21,Non-Holiday,Saturday,Non-Work,Cloudy,22.08,25.0,50.0,15.0,290,No,Warm,Warm,Optimum,Slow Wind
12666,2012-06-16,Spring,2012,June,22,Non-Holiday,Saturday,Non-Work,Clear,21.14,25.0,53.0,20.0,280,No,Warm,Warm,Optimum,Slow Wind
12667,2012-06-16,Spring,2012,June,23,Non-Holiday,Saturday,Non-Work,Clear,20.2,25.0,53.0,20.0,183,No,Warm,Warm,Optimum,Slow Wind
12668,2012-06-17,Spring,2012,June,0,Non-Holiday,Sunday,Non-Work,Clear,18.32,19.0,56.0,9.0,148,No,Cool,Cool,Optimum,Slow Wind
12669,2012-06-17,Spring,2012,June,1,Non-Holiday,Sunday,Non-Work,Clear,18.32,19.0,60.0,11.0,88,No,Cool,Cool,Optimum,Slow Wind
12670,2012-06-17,Spring,2012,June,2,Non-Holiday,Sunday,Non-Work,Clear,18.32,19.0,56.0,6.0,74,No,Cool,Cool,Optimum,Slow Wind
12671,2012-06-17,Spring,2012,June,3,Non-Holiday,Sunday,Non-Work,Clear,17.38,18.0,64.0,7.0,28,No,Cool,Cool,Too Moist,Slow Wind
12672,2012-06-17,Spring,2012,June,4,Non-Holiday,Sunday,Non-Work,Clear,17.38,18.0,64.0,6.0,18,No,Cool,Cool,Too Moist,Slow Wind
12673,2012-06-17,Spring,2012,June,5,Non-Holiday,Sunday,Non-Work,Clear,17.38,18.0,68.0,9.0,17,No,Cool,Cool,Too Moist,Slow Wind
12674,2012-06-17,Spring,2012,June,6,Non-Holiday,Sunday,Non-Work,Clear,16.44,17.0,72.0,7.0,23,No,Cool,Cool,Too Moist,Slow Wind
12675,2012-06-17,Spring,2012,June,7,Non-Holiday,Sunday,Non-Work,Clear,16.44,17.0,72.0,6.0,48,No,Cool,Cool,Too Moist,Slow Wind
